type,id,version,timestamp,changeset,user,uid,lat,lon,tag:alt_name,tag:name,tag:natural,tag:short_name,tag:tourism,tag:website,tag:wheelchair,tag:wikidata,tag:wikipedia,tag:cave:ref,tag:ele,tag:wikimedia_commons,tag:fee,tag:depth,tag:geological,tag:historic,tag:historic:civilization,tag:historic:era,tag:historic:period,tag:access,tag:internet_access,tag:internet_access:fee,tag:internet_access:ssid,tag:name:mi,tag:ref:linz:place_id,tag:email,tag:name:af,tag:name:en,tag:phone,tag:name:ar,tag:name:fr,tag:source,tag:protect_class,tag:protection_title,tag:ref,tag:ref:DE-BY,tag:short_protection_title,tag:barrier,tag:internet_access:description,tag:opening_hours,tag:start_date,tag:reservation,tag:height,tag:locked,tag:note:en,tag:note:hu,tag:official_name,tag:protection_object,tag:protection_title:en,tag:name:de,tag:name:ru,tag:payment:cards,tag:payment:coins,tag:addr:city,tag:addr:country,tag:addr:postcode,tag:contact:phone,tag:contact:website,tag:heritage,tag:heritage:operator,tag:ref:whc,tag:lit,tag:LINZ:source_version,tag:attribution,tag:source_ref,tag:material,tag:not:natural,tag:name:ca,tag:name:tk,tag:wpt_symbol,tag:direction,tag:cave:fee,tag:name:es,tag:addr:street,tag:charge,tag:payment:cash,tag:mhs:inscription_date,tag:ref:mhs,tag:source:heritage,tag:url,tag:SIRUTA:code,tag:codul_entității_muzeale,tag:duration,tag:interval,tag:level,tag:museum_type,tag:name:hu,tag:photography:inside,tag:photography:note,tag:source:link,tag:temperature,tag:tourism_survey,tag:description,tag:name:tr,tag:highway,tag:subject:wikidata,tag:subject:wikipedia,tag:fixme,tag:designation,tag:length,tag:int_name,tag:note,tag:payment:credit_cards,tag:cave:ref:IT:FST,tag:source:url,tag:cave:length,tag:name:hr,tag:name:it,tag:operator,tag:source:name:mi,tag:name:ne,tag:name:he
node,11423443988,1,2023-12-16T20:19:43Z,145196282,Luen Warneke,8780315,-42.131061,171.4069688,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11443521790,1,2023-12-22T14:34:11Z,145409123,Swangsily,20663487,22.966387,104.8117351,,曼棍洞,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11478460514,1,2024-01-02T10:00:49Z,145791007,devot,2889303,-11.2456762,-75.794683,,Sima de Racas Marca,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11520700149,1,2024-01-16T03:20:17Z,146305275,CharliePlett,4751364,16.9728752,-88.9995064,,Closing Jaw Cave,cave_entrance,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cave and trail need to be verified,,,,,,,,,,
node,11687476904,1,2024-03-03T10:31:18Z,148159947,RAMÓN ESPELEO,21021623,39.5145813,3.3059456,,cova de sa balma des cuartó,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11737465821,3,2025-06-12T08:35:14Z,167522920,YaronS,61477,32.7145854,34.9741241,,Oren,cave_entrance,,,,,Q26766939,,,,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מערת אורן
node,11876346537,1,2024-05-03T12:05:57Z,150834083,Sörbäckens FVO,12466827,65.8959048,14.6601841,,Schaktgrottan,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11876859066,1,2024-05-03T16:18:16Z,150845786,AntEntro,3497015,29.6610917,106.2955243,,果老寨遗址,cave_entrance,,attraction,,,,,,,,no,,,archaeological_site,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11954189744,1,2024-06-03T17:12:45Z,152209557,aetius,3304613,44.399364,4.2271104,,arche,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12080122765,1,2024-07-29T12:58:39Z,154561979,Jordi MF,8278438,40.4324719,-0.5879256,,La Cueva,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12150637414,1,2024-09-01T23:43:48Z,156074863,scdhin,12900351,32.0954841,119.2210791,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12184077155,1,2024-09-18T13:13:07Z,156773161,Speleos,6236067,47.4458226,24.5271584,,Peştera Tăuşoare,cave_entrance,,,,,,,,950,,no,,,,,,,permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12497973563,1,2025-01-13T12:57:18Z,161308755,hendasa,417347,36.5479505,4.5382419,,Grotte Tizi Maghlaz,cave_entrance,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,مغارة تيزي مغلاز,Grotte Tizi Maghlaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12521313377,1,2025-01-21T20:35:46Z,161614644,waldviertlerkartograph,915498,40.6223982,24.5396825,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12595360316,1,2025-02-17T10:24:48Z,162605106,Cláudio tereso,3071179,39.6399406,-8.7589819,,Buraco Roto,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12879668276,1,2025-06-01T21:24:27Z,167068363,Heloks,11582591,46.9699458,9.6540024,,Eretsloch,cave_entrance,,,https://www.praettigau.info/de/ausflugsziele/eretsloch-gruesch,,,,,,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13014990612,2,2025-07-21T07:54:27Z,169228248,BTH,481447,-6.04147,-77.2969868,,Cueva del Héctor,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13028255810,2,2025-11-19T01:15:35Z,174839281,gurglypipe,161022,54.215445,-2.5104674,,Pippikin Pot,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13073296633,1,2025-08-15T22:04:53Z,170501024,Ilanride22,2376044,33.2753983,35.5777472,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13093008192,1,2025-08-23T19:52:41Z,170897640,aizelauna,125394,66.7809622,14.1323737,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13130638123,1,2025-09-09T09:58:36Z,171676650,sanchi,170106,39.9329131,3.9661033,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13152004017,1,2025-09-18T01:50:00Z,172090491,CharliePlett,4751364,16.2980724,-89.0906785,,Actun Halen,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact location unknown,,,,,,,,,,,,,,
node,13169167192,1,2025-09-25T09:35:14Z,172430482,Hugoren Martinako,3392826,43.4434565,-5.1317632,,Cueva Rosa,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13307603920,2,2025-12-24T02:10:08Z,176333169,ElementoGEO,1204081,-15.1164861,-44.2412366,,Gruta do Janelão,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13324454762,1,2025-11-22T15:44:26Z,174993957,GeoAndi,16771983,46.7880545,8.2894275,,Bettenhöhle,cave_entrance,,,,,Q8304237,de:Bettenhöhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ungefähre Lage,,,,,,,,,,,,,,
node,13404301868,1,2025-12-25T13:17:10Z,176394335,Jordi MF,8278438,40.449076,-0.4296389,,Cima el Dómine,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13556252331,1,2026-02-13T16:39:57Z,178513221,Paolo Zgn,7550190,45.6925918,13.8916797,,Bestažovca,cave_entrance,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13566719139,1,2026-02-15T14:39:25Z,178584924,yangch10664,16651671,29.0355676,107.1898891,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
